CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
781110408,Existing Customer,39,F,0,High School,Single,Less than $40K,Blue,23,5,3,2,3279,0,3279,0.76500000000000001,5048,75,0.92300000000000004,0
818007783,Existing Customer,49,F,3,College,Married,$40K - $60K,Blue,44,6,2,3,2578,1590,988,0.65700000000000003,4683,89,0.61799999999999999,0.61699999999999999
708862233,Existing Customer,44,F,4,Graduate,Married,$40K - $60K,Blue,30,3,3,3,4068,0,4068,1.121,5161,83,0.76600000000000001,0
714006333,Attrited Customer,42,F,4,Graduate,Married,Less than $40K,Blue,36,5,2,3,2128,528,1600,0.52500000000000002,2289,41,0.41399999999999998,0.248
770596458,Attrited Customer,45,F,2,Doctorate,Married,Less than $40K,Blue,31,4,3,4,2704,2262,442,0.87,2362,39,0.44400000000000001,0.83699999999999997
789392883,Existing Customer,38,F,3,Post-Graduate,Unknown,Less than $40K,Blue,29,4,1,0,1878,1247,631,0.67000000000000004,4650,71,0.61399999999999999,0.66400000000000003
803805483,Existing Customer,46,F,3,College,Married,Unknown,Blue,40,3,3,3,10600,0,10600,0.77700000000000002,4697,67,0.52300000000000002,0
709534083,Attrited Customer,58,F,0,Uneducated,Divorced,Less than $40K,Blue,36,3,2,6,9909,0,9909,0.46600000000000003,1844,41,0.64000000000000001,0
710579583,Existing Customer,57,F,1,Graduate,Married,Less than $40K,Blue,50,3,2,3,1665,983,682,0.88900000000000001,4420,86,0.71999999999999997,0.58999999999999997
708949908,Attrited Customer,50,M,1,Graduate,Divorced,$120K +,Blue,42,1,3,2,1656,0,1656,0.626,2073,44,0.83299999999999996,0
711907083,Existing Customer,53,M,1,High School,Unknown,$80K - $120K,Blue,36,3,3,4,14111,1034,13077,0.505,2950,64,0.68400000000000005,0.072999999999999995
718696458,Existing Customer,52,F,1,Graduate,Married,Less than $40K,Blue,42,4,2,3,2012,1230,782,0.66800000000000004,3822,68,0.65900000000000003,0.61099999999999999
710611683,Existing Customer,43,F,2,Post-Graduate,Married,Less than $40K,Blue,31,6,1,1,2837,1807,1030,0.60899999999999999,4279,83,0.627,0.63700000000000001
721511883,Existing Customer,40,F,3,Graduate,Single,Less than $40K,Blue,28,6,2,2,1709,0,1709,0.68500000000000005,4981,79,0.97499999999999998,0
779116158,Existing Customer,49,F,1,Unknown,Married,Less than $40K,Blue,31,5,2,1,5714,868,4846,0.63600000000000001,4331,85,0.69999999999999996,0.152
720193533,Existing Customer,41,M,3,Unknown,Married,$60K - $80K,Blue,32,4,1,3,5071,1043,4028,0.66700000000000004,3358,62,0.72199999999999998,0.20599999999999999
753094533,Existing Customer,51,M,3,Uneducated,Married,$80K - $120K,Blue,44,3,3,3,24028,0,24028,0.496,3531,73,0.73799999999999999,0
719545983,Existing Customer,31,F,2,Post-Graduate,Unknown,Unknown,Blue,13,5,3,3,13882,0,13882,0.87,4798,82,0.82199999999999995,0
716494383,Existing Customer,49,F,3,Graduate,Unknown,$40K - $60K,Blue,41,3,2,2,3585,931,2654,0.62,4399,78,0.73299999999999998,0.26000000000000001
769892058,Existing Customer,40,M,3,Uneducated,Single,$80K - $120K,Blue,34,4,2,2,9124,2126,6998,0.44900000000000001,4564,65,0.54800000000000004,0.23300000000000001
709098108,Existing Customer,45,F,4,Graduate,Married,Unknown,Blue,35,4,2,2,2705,0,2705,0.73599999999999999,4749,80,0.77800000000000002,0
715705683,Existing Customer,56,F,1,Graduate,Single,Less than $40K,Blue,36,4,3,2,1936,1101,835,0.98399999999999999,4578,70,0.89200000000000002,0.56899999999999995
715724808,Existing Customer,49,M,3,High School,Married,$80K - $120K,Blue,41,5,2,3,8051,2138,5913,0.71599999999999997,4370,83,0.88600000000000001,0.26600000000000001
717123858,Existing Customer,36,F,1,Graduate,Married,$40K - $60K,Blue,36,5,1,3,3635,1617,2018,0.82799999999999996,4045,62,1.0669999999999999,0.44500000000000001
716236683,Existing Customer,46,F,1,High School,Married,Less than $40K,Blue,37,4,2,2,2532,1487,1045,0.58099999999999996,4143,71,1.0289999999999999,0.58699999999999997
771224358,Existing Customer,54,F,4,Unknown,Married,Less than $40K,Blue,41,3,1,3,2028,0,2028,0.82299999999999995,4030,78,0.73299999999999998,0
779310033,Attrited Customer,42,F,4,Doctorate,Married,Less than $40K,Blue,24,3,2,3,4304,0,4304,0.183,1788,36,0.090999999999999998,0
710595783,Existing Customer,46,F,3,Graduate,Unknown,Unknown,Blue,39,4,1,2,6644,2082,4562,0.91500000000000004,4659,76,0.85399999999999998,0.313
711409833,Existing Customer,45,F,5,Uneducated,Married,Less than $40K,Blue,33,3,1,3,1830,650,1180,0.72399999999999998,4838,71,0.97199999999999998,0.35499999999999998
721174008,Existing Customer,37,M,2,Uneducated,Married,$120K +,Blue,23,4,3,3,7607,2170,5437,0.377,4495,77,0.67400000000000004,0.28499999999999998
714192933,Attrited Customer,55,F,3,Graduate,Single,Less than $40K,Blue,36,3,3,5,2060,0,2060,0.251,1976,44,0.25700000000000001,0
709632483,Existing Customer,49,F,2,High School,Single,Less than $40K,Blue,40,3,2,2,1438.3,906,532.29999999999995,0.54100000000000004,4457,84,0.71399999999999997,0.63
718431258,Existing Customer,41,M,4,High School,Single,$60K - $80K,Blue,28,4,3,3,3126,1503,1623,0.89200000000000002,3662,74,0.64400000000000002,0.48099999999999998
817029108,Existing Customer,47,F,4,Post-Graduate,Single,$40K - $60K,Blue,27,4,6,3,6885,1611,5274,0.95499999999999996,3804,67,0.86099999999999999,0.23400000000000001
796931508,Attrited Customer,42,M,4,High School,Unknown,$60K - $80K,Blue,36,4,3,4,1871,0,1871,0.72999999999999998,2593,48,0.54800000000000004,0
769577358,Existing Customer,31,F,0,Graduate,Single,Less than $40K,Blue,17,4,2,3,2787,1761,1026,0.67000000000000004,4358,89,0.64800000000000002,0.63200000000000001
815589558,Existing Customer,50,M,2,Post-Graduate,Married,$80K - $120K,Blue,45,6,3,2,1867,1478,389,0.72699999999999998,4097,70,0.70699999999999996,0.79200000000000004
714287583,Attrited Customer,41,F,3,Unknown,Married,Less than $40K,Blue,32,3,2,3,1438.3,0,1438.3,0.372,1852,38,0.31,0
718975083,Attrited Customer,47,F,4,Graduate,Single,Less than $40K,Blue,40,6,4,3,2473,0,2473,0.54700000000000004,2133,44,0.41899999999999998,0
715315008,Existing Customer,40,M,4,Post-Graduate,Single,$40K - $60K,Blue,30,6,3,2,4640,1555,3085,0.78000000000000003,3870,70,0.70699999999999996,0.33500000000000002
779252283,Existing Customer,47,F,4,High School,Married,Less than $40K,Blue,29,6,3,0,2712,2411,301,0.84399999999999997,5201,82,0.90700000000000003,0.88900000000000001
714031083,Attrited Customer,46,F,3,Graduate,Unknown,Unknown,Blue,30,3,2,1,8869,0,8869,0.41299999999999998,1935,40,0.42899999999999999,0
772442883,Attrited Customer,51,F,4,Graduate,Married,Unknown,Blue,41,2,3,5,3853,696,3157,0.88200000000000001,2443,38,0.58299999999999996,0.18099999999999999
714533058,Existing Customer,53,F,3,College,Married,Less than $40K,Blue,43,4,2,3,1438.3,721,717.29999999999995,0.60099999999999998,4606,86,0.95499999999999996,0.501
716570958,Attrited Customer,50,M,3,Post-Graduate,Divorced,$60K - $80K,Blue,36,3,2,3,14409,511,13898,0.79900000000000004,2351,39,0.29999999999999999,0.035000000000000003
710116833,Attrited Customer,59,F,1,High School,Single,$40K - $60K,Blue,36,5,3,3,1665,0,1665,1.01,2748,40,0.33300000000000002,0
718586133,Existing Customer,43,F,3,Graduate,Married,Less than $40K,Blue,31,6,1,3,2639,0,2639,0.89200000000000002,4892,85,0.77100000000000002,0
773322558,Existing Customer,59,F,2,High School,Married,Less than $40K,Blue,48,6,1,1,2338,1566,772,0.53300000000000003,3964,69,0.5,0.67000000000000004
714554808,Existing Customer,51,F,1,Graduate,Married,Less than $40K,Blue,40,3,3,0,2774,1362,1412,0.86599999999999999,4802,91,0.68500000000000005,0.49099999999999999
717903108,Existing Customer,57,F,1,College,Single,Unknown,Blue,46,6,1,1,4283,488,3795,0.86499999999999999,4689,65,0.47699999999999998,0.114
815908908,Attrited Customer,47,F,4,Uneducated,Single,Unknown,Blue,42,3,4,3,6263,2517,3746,0.85699999999999998,2613,50,0.72399999999999998,0.40200000000000002
771464808,Existing Customer,35,F,2,Graduate,Single,Less than $40K,Blue,23,6,3,3,2317,1301,1016,0.92500000000000004,4161,71,1.2190000000000001,0.56200000000000006
708234558,Existing Customer,55,F,2,College,Divorced,Less than $40K,Blue,43,5,2,1,2239,1340,899,0.65800000000000003,4540,73,0.58699999999999997,0.59799999999999998
715737258,Existing Customer,41,F,1,College,Married,Less than $40K,Blue,32,6,3,3,2225,0,2225,1.0600000000000001,4917,84,0.75,0
710188308,Existing Customer,51,F,3,Graduate,Single,Less than $40K,Blue,41,6,2,3,1519,1148,371,0.76700000000000002,4927,73,0.73799999999999999,0.75600000000000001
708670608,Existing Customer,48,F,5,Uneducated,Married,Unknown,Blue,36,4,2,3,5495,2200,3295,0.69599999999999995,5125,85,0.77100000000000002,0.40000000000000002
714839808,Existing Customer,51,F,3,Graduate,Married,Less than $40K,Blue,35,6,1,1,2141,1176,965,0.746,4317,64,0.77800000000000002,0.54900000000000004
811140933,Existing Customer,43,F,2,High School,Married,Less than $40K,Blue,29,4,1,2,2616,1786,830,0.876,5219,63,0.75,0.68300000000000005
788937933,Existing Customer,39,F,3,Graduate,Divorced,Less than $40K,Blue,25,3,1,1,5494,1356,4138,0.46300000000000002,3566,81,0.88400000000000001,0.247
721527858,Attrited Customer,52,F,3,High School,Married,Less than $40K,Blue,40,3,5,1,2003,1735,268,0.85499999999999998,2343,42,0.35499999999999998,0.86599999999999999
718265658,Existing Customer,47,F,4,Uneducated,Single,Less than $40K,Blue,36,3,1,2,2092,1499,593,0.81100000000000005,4130,80,1.1619999999999999,0.71699999999999997
714312708,Existing Customer,44,M,0,High School,Single,$60K - $80K,Blue,36,6,3,2,6606,2517,4089,0.82499999999999996,4493,68,0.65900000000000003,0.38100000000000001
715821183,Existing Customer,42,F,4,College,Married,Unknown,Blue,23,3,3,2,7102,0,7102,0.59899999999999998,4083,68,0.74399999999999999,0
709487058,Existing Customer,51,F,2,Unknown,Married,Less than $40K,Silver,36,6,2,3,13812,1132,12680,0.69899999999999995,3723,56,0.86699999999999999,0.082000000000000003
712675158,Existing Customer,56,M,1,Graduate,Single,$60K - $80K,Blue,36,5,3,2,7075,1676,5399,1.268,4160,75,0.66700000000000004,0.23699999999999999
826473858,Existing Customer,44,M,1,College,Single,$40K - $60K,Blue,40,6,1,2,4274,1680,2594,0.78000000000000003,4820,60,0.76500000000000001,0.39300000000000002
817382958,Existing Customer,47,F,3,High School,Single,Less than $40K,Blue,31,5,1,3,2317,0,2317,0.56999999999999995,4894,89,0.85399999999999998,0
712927383,Attrited Customer,51,F,2,Uneducated,Single,Less than $40K,Blue,36,3,3,3,1438.3,642,796.29999999999995,0.40500000000000003,1939,49,0.40000000000000002,0.44600000000000001
712894308,Existing Customer,47,M,4,High School,Married,$80K - $120K,Blue,37,5,3,3,2888,0,2888,0.71699999999999997,4345,75,0.78600000000000003,0
712349808,Existing Customer,44,F,4,College,Single,Unknown,Blue,34,4,1,2,12310,670,11640,0.80100000000000005,4176,76,0.76700000000000002,0.053999999999999999
778780008,Existing Customer,48,M,4,Unknown,Married,$60K - $80K,Blue,36,4,3,3,1622,1249,373,0.58499999999999996,4164,66,0.60999999999999999,0.77000000000000002
711430908,Attrited Customer,45,F,4,Graduate,Married,Less than $40K,Blue,34,3,2,1,1438.3,0,1438.3,0.68500000000000005,2153,35,0.34599999999999997,0
779670783,Existing Customer,40,M,3,Unknown,Single,$80K - $120K,Blue,23,6,2,2,12559,0,12559,0.71499999999999997,4700,71,0.51100000000000001,0
718757808,Existing Customer,56,F,1,Uneducated,Unknown,$40K - $60K,Blue,46,4,3,3,2929,1287,1642,0.497,3875,67,0.59499999999999997,0.439
779530908,Attrited Customer,48,F,3,Unknown,Divorced,Less than $40K,Blue,31,5,2,4,1438.3,0,1438.3,0.5,1897,58,0.70599999999999996,0
716389833,Existing Customer,50,F,1,Unknown,Single,Less than $40K,Blue,40,4,1,2,2319,1026,1293,0.52100000000000002,4099,74,0.72099999999999997,0.442
718469658,Existing Customer,37,F,2,Uneducated,Married,Unknown,Blue,22,4,3,3,7927,996,6931,0.52100000000000002,4094,85,0.77100000000000002,0.126
809849358,Attrited Customer,55,F,2,Graduate,Divorced,Less than $40K,Blue,50,2,6,3,1720,0,1720,0.70699999999999996,2719,36,0.44,0
719772258,Existing Customer,38,M,3,Unknown,Single,$80K - $120K,Blue,30,5,1,3,3642,724,2918,0.68000000000000005,4517,79,0.83699999999999997,0.19900000000000001
809363958,Existing Customer,49,F,3,High School,Married,$40K - $60K,Blue,44,5,1,2,3881,0,3881,0.60099999999999998,4177,66,0.73699999999999999,0
709165533,Existing Customer,47,M,3,Doctorate,Unknown,$120K +,Blue,41,6,2,2,6143,1151,4992,0.86599999999999999,4330,72,0.89500000000000002,0.187
809846283,Existing Customer,42,F,1,Unknown,Married,Less than $40K,Blue,37,3,3,0,1438.3,0,1438.3,0.71999999999999997,4154,78,0.81399999999999995,0
708427908,Existing Customer,52,F,4,College,Unknown,Less than $40K,Blue,39,6,3,1,2035,1343,692,0.83499999999999996,4643,86,0.68600000000000005,0.66000000000000003
721228308,Attrited Customer,47,F,2,High School,Married,Less than $40K,Blue,39,5,3,3,3899,0,3899,0.71799999999999997,2182,40,0.42899999999999999,0
713374533,Existing Customer,52,F,1,Unknown,Single,$40K - $60K,Blue,43,4,2,2,1981,1082,899,0.58399999999999996,3913,90,0.73099999999999998,0.54600000000000004
708708858,Attrited Customer,50,F,1,Graduate,Single,Less than $40K,Blue,36,1,3,4,2422,502,1920,0.997,2548,46,0.48399999999999999,0.20699999999999999
721111233,Existing Customer,52,M,2,Graduate,Married,$80K - $120K,Blue,43,6,3,3,11964,800,11164,0.95399999999999996,4853,85,0.84799999999999998,0.067000000000000004
708538608,Existing Customer,50,F,4,College,Married,Unknown,Blue,36,6,4,3,3862,0,3862,0.57799999999999996,4058,81,0.72299999999999998,0
718866633,Existing Customer,46,M,2,College,Married,$80K - $120K,Blue,36,5,4,2,33142,0,33142,0.84599999999999997,4347,63,0.57499999999999996,0
719100633,Existing Customer,40,M,2,High School,Single,$120K +,Silver,36,3,4,2,34516,1436,33080,0.68799999999999994,3564,73,0.82499999999999996,0.042000000000000003
789328083,Attrited Customer,42,F,4,High School,Married,Less than $40K,Blue,32,6,3,3,3454,0,3454,0.86199999999999999,2826,39,0.625,0
822905058,Existing Customer,29,F,2,Graduate,Married,Less than $40K,Blue,25,6,3,2,2732,1746,986,1.028,4702,85,0.77100000000000002,0.63900000000000001
816549933,Existing Customer,50,M,4,High School,Divorced,$80K - $120K,Blue,45,4,2,2,1687,992,695,0.72099999999999997,4342,82,0.78300000000000003,0.58799999999999997
716421633,Attrited Customer,43,F,3,Graduate,Married,Less than $40K,Blue,36,4,2,4,3523,0,3523,0.97299999999999998,3174,44,0.222,0
712667958,Existing Customer,40,M,4,Uneducated,Single,$120K +,Blue,36,4,3,2,5773,2024,3749,0.97699999999999998,3732,71,0.97199999999999998,0.35099999999999998
809559933,Attrited Customer,45,F,3,Graduate,Married,Unknown,Blue,40,3,5,3,4462,706,3756,0.88600000000000001,2526,41,0.41399999999999998,0.158
819979458,Existing Customer,35,F,3,Doctorate,Married,Less than $40K,Blue,30,5,2,2,3976,1789,2187,0.93100000000000005,4419,75,0.82899999999999996,0.45000000000000001
708100533,Existing Customer,55,F,3,College,Single,Less than $40K,Blue,36,3,3,3,2679,2277,402,0.73599999999999999,4943,85,0.73499999999999999,0.84999999999999998
778669608,Existing Customer,49,F,4,Unknown,Married,$40K - $60K,Blue,29,6,3,2,1564,0,1564,1.1140000000000001,5172,78,0.73299999999999998,0
802867683,Existing Customer,53,F,2,High School,Single,$40K - $60K,Blue,47,5,2,3,1536,728,808,0.60399999999999998,4133,78,0.52900000000000003,0.47399999999999998
711893358,Existing Customer,46,M,5,High School,Married,$40K - $60K,Blue,37,6,2,1,2375,1196,1179,0.64100000000000001,4087,66,0.83299999999999996,0.504
785410158,Existing Customer,50,F,3,High School,Married,Less than $40K,Blue,42,4,3,3,2719,0,2719,0.79400000000000004,4172,65,0.96999999999999997,0
718596858,Existing Customer,53,F,4,Graduate,Divorced,$40K - $60K,Blue,45,5,3,1,3369,2424,945,0.82499999999999996,5220,78,0.59199999999999997,0.71999999999999997
708338958,Existing Customer,58,F,1,Graduate,Single,Less than $40K,Blue,36,5,1,1,3173,1713,1460,0.60899999999999999,3797,75,0.78600000000000003,0.54000000000000004
714688833,Existing Customer,47,F,2,High School,Unknown,Less than $40K,Blue,36,4,2,2,3139,0,3139,0.72799999999999998,4892,95,0.82699999999999996,0
789662283,Attrited Customer,50,F,3,High School,Married,Less than $40K,Blue,33,3,3,4,2140,0,2140,0.76500000000000001,2915,50,0.316,0
712805658,Existing Customer,56,F,3,Uneducated,Single,Less than $40K,Blue,46,4,3,2,2258,0,2258,0.61699999999999999,4803,72,0.71399999999999997,0
815598858,Existing Customer,48,M,3,Graduate,Married,$40K - $60K,Blue,43,5,1,1,2423,1779,644,0.503,4035,74,0.80500000000000005,0.73399999999999999
779412783,Existing Customer,55,F,1,High School,Single,Less than $40K,Blue,37,4,3,3,2376,1969,407,0.78800000000000003,4301,79,1.026,0.82899999999999996
780036483,Existing Customer,38,M,1,Graduate,Single,Less than $40K,Blue,28,4,5,2,1690,1459,231,0.66700000000000004,3928,69,0.64300000000000002,0.86299999999999999
711527508,Attrited Customer,46,F,3,High School,Married,$40K - $60K,Blue,34,2,3,2,8583,0,8583,0.35799999999999998,1794,31,0.29199999999999998,0
720768258,Existing Customer,52,F,3,Graduate,Single,Less than $40K,Blue,34,5,2,1,2996,2147,849,0.503,4724,66,0.73699999999999999,0.71699999999999997
716023533,Existing Customer,49,F,1,Post-Graduate,Single,Unknown,Blue,39,6,3,2,2880,1996,884,0.71899999999999997,4334,81,0.88400000000000001,0.69299999999999995
714075708,Existing Customer,48,M,4,Uneducated,Divorced,$80K - $120K,Gold,38,4,3,1,34516,1426,33090,0.621,4814,71,0.68999999999999995,0.041000000000000002
787475433,Existing Customer,36,F,2,Doctorate,Single,Unknown,Blue,23,5,2,3,6966,905,6061,0.755,4855,69,0.5,0.13
787505133,Attrited Customer,36,M,3,College,Married,$120K +,Blue,24,2,2,3,11316,1599,9717,0.71299999999999997,2595,49,0.36099999999999999,0.14099999999999999
712241433,Existing Customer,38,F,0,High School,Single,Less than $40K,Blue,30,4,2,1,1438.3,1003,435.30000000000001,0.629,4247,84,0.71399999999999997,0.69699999999999995
807990108,Existing Customer,44,M,1,Uneducated,Divorced,$120K +,Blue,39,3,2,3,11362,0,11362,0.66800000000000004,3197,61,0.56399999999999995,0
719018208,Attrited Customer,52,F,0,Doctorate,Married,Unknown,Blue,46,6,4,3,7210,0,7210,0.76900000000000002,2516,36,0.80000000000000004,0
716641983,Existing Customer,55,F,4,College,Single,Unknown,Blue,36,5,3,3,7790,753,7037,0.96799999999999997,4835,84,0.82599999999999996,0.097000000000000003
708989358,Existing Customer,37,F,2,Unknown,Married,Less than $40K,Blue,18,3,3,1,2023,1587,436,0.64700000000000002,4391,79,0.83699999999999997,0.78400000000000003
708807483,Existing Customer,51,F,3,Graduate,Married,$40K - $60K,Blue,45,5,2,3,9117,1259,7858,0.88,3837,75,0.70499999999999996,0.13800000000000001
715774833,Existing Customer,41,F,2,Doctorate,Unknown,Less than $40K,Blue,36,4,1,2,1801,940,861,0.59399999999999997,3797,74,0.72099999999999997,0.52200000000000002
714733908,Existing Customer,51,M,2,High School,Married,$60K - $80K,Blue,37,6,6,3,8787,1087,7700,0.97399999999999998,4537,75,1.2729999999999999,0.124
721067658,Existing Customer,40,M,4,Graduate,Married,$60K - $80K,Silver,36,6,1,3,27436,642,26794,0.70499999999999996,4051,81,0.76100000000000001,0.023
788997408,Existing Customer,65,F,2,Doctorate,Single,Less than $40K,Blue,53,6,3,2,2195,1917,278,0.53500000000000003,4205,65,0.625,0.873
719835033,Existing Customer,46,M,4,College,Married,$80K - $120K,Blue,34,5,3,2,13734,568,13166,0.71899999999999997,4283,67,0.86099999999999999,0.041000000000000002
771854808,Existing Customer,45,M,4,Graduate,Married,$60K - $80K,Blue,34,6,2,3,2731,1868,863,0.53300000000000003,3915,66,0.65000000000000002,0.68400000000000005
717299958,Existing Customer,49,M,3,Graduate,Single,$80K - $120K,Blue,45,3,2,0,2453,1534,919,0.78500000000000003,4185,66,0.78400000000000003,0.625
720778458,Existing Customer,49,M,3,Unknown,Married,$60K - $80K,Blue,36,6,3,3,7451,1542,5909,0.68400000000000005,4960,97,0.56499999999999995,0.20699999999999999
713019783,Existing Customer,41,F,3,High School,Married,$40K - $60K,Blue,35,3,3,3,2644,1794,850,0.86299999999999999,4081,72,0.80000000000000004,0.67900000000000005
770968383,Attrited Customer,41,M,4,Graduate,Married,$80K - $120K,Silver,28,3,2,3,34516,825,33691,0.61599999999999999,2022,52,0.73299999999999998,0.024
709747308,Existing Customer,41,M,5,Graduate,Married,$60K - $80K,Blue,36,4,4,3,4575,1344,3231,0.46000000000000002,4726,64,0.56100000000000005,0.29399999999999998
801366783,Existing Customer,51,F,1,College,Single,Less than $40K,Blue,45,3,3,2,4860,1772,3088,0.56100000000000005,4329,80,0.85999999999999999,0.36499999999999999
798786333,Existing Customer,46,F,2,Graduate,Married,Less than $40K,Blue,40,6,4,2,1438.3,510,928.29999999999995,0.71099999999999997,3399,66,0.78400000000000003,0.35499999999999998
771723408,Attrited Customer,37,F,2,Unknown,Single,Less than $40K,Blue,25,3,2,4,1690,0,1690,0.68999999999999995,2645,60,0.622,0
715117008,Existing Customer,39,M,5,Uneducated,Married,$40K - $60K,Blue,36,4,2,3,1438.3,0,1438.3,0.67700000000000005,4596,82,0.745,0
713944833,Existing Customer,46,M,5,Uneducated,Single,$60K - $80K,Blue,36,3,3,2,24512,766,23746,0.50900000000000001,4561,78,0.36799999999999999,0.031
713569158,Attrited Customer,43,F,3,High School,Single,$40K - $60K,Blue,34,1,3,2,1654,1474,180,0.58599999999999997,2086,47,0.621,0.89100000000000001
713037333,Existing Customer,63,M,1,Graduate,Single,$80K - $120K,Blue,55,6,1,2,21430,0,21430,0.51100000000000001,3561,57,0.67600000000000005,0
718267233,Existing Customer,50,M,1,Graduate,Married,$120K +,Silver,38,4,3,3,34516,1915,32601,0.625,3828,65,1.321,0.055
709736658,Existing Customer,37,M,4,Uneducated,Married,$40K - $60K,Blue,27,6,3,2,1438.3,759,679.29999999999995,0.85799999999999998,4446,86,0.71999999999999997,0.52800000000000002
710929233,Existing Customer,33,F,2,Doctorate,Single,Less than $40K,Blue,36,5,2,3,2800,1559,1241,0.59799999999999998,4253,83,0.69399999999999995,0.55700000000000005
714290583,Existing Customer,44,M,4,Post-Graduate,Married,$60K - $80K,Blue,36,3,2,2,3117,1400,1717,0.91300000000000003,4391,85,0.80900000000000005,0.44900000000000001
717972408,Existing Customer,44,M,2,Uneducated,Married,$80K - $120K,Blue,34,6,3,3,2558,2016,542,0.80600000000000005,3792,78,0.5,0.78800000000000003
718626033,Attrited Customer,47,M,3,High School,Married,$60K - $80K,Blue,39,2,3,2,10061,0,10061,0.78700000000000003,2802,52,0.52900000000000003,0
720008133,Existing Customer,45,F,4,Graduate,Unknown,Unknown,Blue,36,4,1,3,3416,727,2689,0.57999999999999996,4121,83,0.72899999999999998,0.21299999999999999
710476908,Existing Customer,39,F,3,Graduate,Married,Unknown,Blue,28,3,3,3,9371,1066,8305,0.89000000000000001,4754,78,0.85699999999999998,0.114
709888383,Existing Customer,47,F,3,Graduate,Married,Less than $40K,Blue,36,3,1,2,3147,2453,694,0.74399999999999999,4465,82,0.95199999999999996,0.77900000000000003
788864508,Existing Customer,52,F,3,Unknown,Single,Less than $40K,Blue,37,4,2,2,1554,926,628,0.78500000000000003,4997,79,0.92700000000000005,0.59599999999999997
714010383,Attrited Customer,47,F,5,Uneducated,Single,Unknown,Blue,40,5,4,5,3502,0,3502,0.53100000000000003,1895,42,0.40000000000000002,0
719549508,Existing Customer,49,F,4,Graduate,Single,Less than $40K,Blue,40,4,2,2,2712,1686,1026,0.79100000000000004,4678,74,0.64400000000000002,0.622
718670808,Existing Customer,59,F,0,College,Married,Less than $40K,Blue,51,6,1,0,1438.3,0,1438.3,0.71499999999999997,4817,81,0.68799999999999994,0
718211208,Existing Customer,39,M,3,High School,Married,$120K +,Blue,36,6,3,2,3281,1682,1599,0.57699999999999996,4109,69,0.5,0.51300000000000001
712578933,Attrited Customer,35,F,5,High School,Married,$40K - $60K,Blue,25,3,2,6,1438.3,0,1438.3,0.76300000000000001,2500,44,0.51700000000000002,0
709343433,Existing Customer,39,F,2,Graduate,Single,Less than $40K,Blue,26,5,3,3,2469,1826,643,0.66600000000000004,3837,74,0.72099999999999997,0.73999999999999999
767488908,Existing Customer,41,M,4,Unknown,Married,$80K - $120K,Blue,35,4,2,3,3497,0,3497,0.69599999999999995,4345,72,0.75600000000000001,0
719531133,Existing Customer,46,F,4,Unknown,Unknown,$40K - $60K,Blue,38,4,2,3,2505,0,2505,0.80000000000000004,4384,80,0.85999999999999999,0
719006508,Existing Customer,34,M,2,Graduate,Married,$60K - $80K,Blue,36,5,1,3,2763,1913,850,0.59799999999999998,4136,69,0.56799999999999995,0.69199999999999995
721287183,Existing Customer,49,F,2,Uneducated,Married,Less than $40K,Blue,35,5,2,3,2081,0,2081,1.004,4863,87,0.70599999999999996,0
711144183,Attrited Customer,55,F,3,Graduate,Married,Unknown,Blue,45,1,3,1,2815,1848,967,0.56299999999999994,2618,29,0.45000000000000001,0.65600000000000003
709080783,Existing Customer,56,F,1,Graduate,Single,Less than $40K,Blue,38,4,1,3,1737,0,1737,0.95299999999999996,4723,78,0.625,0
710520408,Existing Customer,52,F,4,High School,Single,Unknown,Blue,36,5,3,3,9078,1194,7884,0.745,4458,87,0.81200000000000006,0.13200000000000001
785262333,Attrited Customer,46,M,5,Uneducated,Unknown,$40K - $60K,Blue,40,5,4,3,6185,1960,4225,0.66900000000000004,2225,45,0.875,0.317
716513358,Existing Customer,51,F,2,Graduate,Divorced,Unknown,Blue,36,5,3,3,2069,1802,267,0.65100000000000002,4402,91,0.75,0.871
719073483,Attrited Customer,45,M,3,Uneducated,Married,$80K - $120K,Blue,38,3,3,3,9234,0,9234,0.629,2586,44,0.25700000000000001,0
715372083,Existing Customer,37,F,1,Graduate,Single,Less than $40K,Blue,36,3,3,3,2684,0,2684,0.66000000000000003,4796,85,0.63500000000000001,0
780034083,Existing Customer,48,F,3,High School,Married,$40K - $60K,Blue,38,3,2,2,2151,0,2151,0.76300000000000001,4604,86,0.71999999999999997,0
794581533,Existing Customer,52,M,2,College,Single,$60K - $80K,Blue,37,4,3,3,2749,1380,1369,0.93700000000000006,3882,90,0.76500000000000001,0.502
710013258,Existing Customer,44,F,3,High School,Single,Less than $40K,Blue,31,3,2,2,1980,823,1157,0.86099999999999999,4467,69,0.68300000000000005,0.41599999999999998
719084358,Attrited Customer,55,F,1,Graduate,Married,Less than $40K,Blue,46,6,4,3,4232,0,4232,0.878,2312,37,0.60899999999999999,0
